timestamp,agent.name,rule.description,rule.level,rule.id
"Jun 9, 2025 @ 19:36:23.241","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\ie_to_edge_stub.|6171aaab4e1e1ac8\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.215","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\ie_to_edge_stub.|6171aaab4e1e1ac8\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.199","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|c21165af2d307780\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.183","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|c21165af2d307780\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.167","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|c21165af2d307780\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.153","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|c21165af2d307780\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.136","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|fe3f31c56c153a4f\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.120","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|fe3f31c56c153a4f\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.104","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|fe3f31c56c153a4f\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.099","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|fe3f31c56c153a4f\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.058","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevated_tracing|e3356fcbd21da7b6\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.058","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevated_tracing|e3356fcbd21da7b6\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.026","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevated_tracing|e3356fcbd21da7b6\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:23.026","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevated_tracing|e3356fcbd21da7b6\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.995","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\cookie_exporter.|4da2ce1cd8553934\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.995","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\cookie_exporter.|4da2ce1cd8553934\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.965","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\cookie_exporter.|4da2ce1cd8553934\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.965","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\cookie_exporter.|4da2ce1cd8553934\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.934","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplication\\0000b53b947c94ee38a3ddcc655d851ca63d0000ffff\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.933","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|1ad13e57fc3dd178\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.918","hat-VMware-Virtual-Platform","PAM: Login session opened.","3","5501"
"Jun 9, 2025 @ 19:36:22.917","hat-VMware-Virtual-Platform","Successful sudo to ROOT executed.","3","5402"
"Jun 9, 2025 @ 19:36:22.902","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|1ad13e57fc3dd178\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.902","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|1ad13e57fc3dd178\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.871","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|1ad13e57fc3dd178\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.871","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|c21165af2d307780\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.840","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|c21165af2d307780\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.839","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|c21165af2d307780\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.808","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|fe3f31c56c153a4f\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.808","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|c21165af2d307780\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.777","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|fe3f31c56c153a4f\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.777","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|fe3f31c56c153a4f\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.765","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|fe3f31c56c153a4f\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.214","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplication\\0000e070d45788f42ec637712b6f8531a01a00000940\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.204","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\webviewhost.exe|4e7e34a1971f033a\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.184","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\webviewhost.exe|4e7e34a1971f033a\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.166","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\webviewhost.exe|4e7e34a1971f033a\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.150","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\webviewhost.exe|4e7e34a1971f033a\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.135","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplication\\0000e9e436ed91cb978c24d22c48f47c76dc00000940\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.119","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\storeexperienceh|874dabede004e816\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.104","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\storeexperienceh|874dabede004e816\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.093","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\storeexperienceh|874dabede004e816\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.075","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplication\\00001abab5018186de73982ac6d655b71b3200000940\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:22.074","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\storeexperienceh|874dabede004e816\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:18.914","hat-VMware-Virtual-Platform","PAM: Login session closed.","3","5502"
"Jun 9, 2025 @ 19:36:18.913","hat-VMware-Virtual-Platform","PAM: Login session opened.","3","5501"
"Jun 9, 2025 @ 19:36:18.912","hat-VMware-Virtual-Platform","Successful sudo to ROOT executed.","3","5402"
"Jun 9, 2025 @ 19:36:12.900","hat-VMware-Virtual-Platform","PAM: Login session opened.","3","5501"
"Jun 9, 2025 @ 19:36:10.899","hat-VMware-Virtual-Platform","PAM: Login session closed.","3","5502"
"Jun 9, 2025 @ 19:36:00.373","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|2eb7a05ca2aa4c6\\BinProductVersion by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:36:00.351","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|2eb7a05ca2aa4c6\\LinkDate by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:36:00.335","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|2eb7a05ca2aa4c6\\Publisher by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:36:00.320","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|2eb7a05ca2aa4c6\\LowerCaseLongPath by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:36:00.304","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|d66ff9a7fe71b57b\\BinProductVersion by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:36:00.288","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|d66ff9a7fe71b57b\\LinkDate by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:36:00.275","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|d66ff9a7fe71b57b\\LowerCaseLongPath by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:36:00.275","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|d66ff9a7fe71b57b\\Publisher by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:35:59.039","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Installer","5","61603"
"Jun 9, 2025 @ 19:35:59.025","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Installer","5","61603"
"Jun 9, 2025 @ 19:35:59.009","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Installer","5","61603"
"Jun 9, 2025 @ 19:35:50.264","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 9, 2025 @ 19:35:50.219","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Update","5","61603"
"Jun 9, 2025 @ 19:35:48.868","hat-VMware-Virtual-Platform","Successful sudo to ROOT executed.","3","5402"
"Jun 9, 2025 @ 19:35:48.868","hat-VMware-Virtual-Platform","PAM: Login session opened.","3","5501"
"Jun 9, 2025 @ 19:35:48.724","hat-VMware-Virtual-Platform","Wazuh server started.","3","502"
"Jun 9, 2025 @ 19:35:47.167","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 9, 2025 @ 19:35:46.772","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Reusable UX Interaction Manager","5","61603"
"Jun 9, 2025 @ 19:35:46.729","DESKTOP-O7P9I53","Sysmon - Event 3: Network connection to 40.119.249.228:443 by C:\\Windows\\System32\\rundll32.exe","5","61605"
"Jun 9, 2025 @ 19:35:45.379","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:35:45.337","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:35:45.337","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:35:45.306","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:35:45.020","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 9, 2025 @ 19:35:44.864","hat-VMware-Virtual-Platform","PAM: Login session closed.","3","5502"
"Jun 9, 2025 @ 19:35:44.845","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 9, 2025 @ 19:35:44.788","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 9, 2025 @ 19:35:44.423","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Problem Reporting","5","61603"
"Jun 9, 2025 @ 19:35:44.408","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:35:44.392","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Reusable UX Interaction Manager","5","61603"
"Jun 9, 2025 @ 19:35:44.376","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation MoUSO Core Worker Process","5","61603"
"Jun 9, 2025 @ 19:35:44.361","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Update","5","61603"
"Jun 9, 2025 @ 19:35:44.346","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation UsoClient","5","61603"
"Jun 9, 2025 @ 19:35:44.330","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Service Control Manager Configuration Tool","5","61603"
"Jun 9, 2025 @ 19:35:44.323","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows SQM Consolidator","5","61603"
"Jun 9, 2025 @ 19:35:44.282","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Update","5","61603"
"Jun 9, 2025 @ 19:35:44.282","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows host process (Rundll32)","5","61603"
"Jun 9, 2025 @ 19:35:44.252","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Service Control Manager Configuration Tool","5","61603"
"Jun 9, 2025 @ 19:35:44.251","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Problem Reporting","5","61603"
"Jun 9, 2025 @ 19:35:44.221","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Device Census","5","61603"
"Jun 9, 2025 @ 19:35:44.220","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"Jun 9, 2025 @ 19:35:44.189","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:35:44.189","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Update LifeCycle Component Scheduler","5","61603"
"Jun 9, 2025 @ 19:35:44.173","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Update","5","61603"
"Jun 9, 2025 @ 19:35:26.423","hat-VMware-Virtual-Platform","Possible kernel level rootkit","11","521"
"Jun 9, 2025 @ 19:35:25.402","hat-VMware-Virtual-Platform","PAM: Login session opened.","3","5501"
"Jun 9, 2025 @ 19:35:25.402","hat-VMware-Virtual-Platform","Successful sudo to ROOT executed.","3","5402"
"Jun 9, 2025 @ 19:35:17.315","DESKTOP-O7P9I53","Software protection service scheduled successfully.","3","60642"
"Jun 9, 2025 @ 19:34:48.823","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Winlogbeat ships Windows event logs to Elasticsearch or Logstash.","5","61603"
"Jun 9, 2025 @ 19:34:47.309","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Update","5","61603"
"Jun 9, 2025 @ 19:34:47.309","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Update","5","61603"
"Jun 9, 2025 @ 19:34:12.781","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\am_delta_patch_1|54c822bea7f7e37\\BinProductVersion by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:34:12.751","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\am_delta_patch_1|54c822bea7f7e37\\LinkDate by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:34:12.734","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\am_delta_patch_1|54c822bea7f7e37\\Publisher by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:34:12.719","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\am_delta_patch_1|54c822bea7f7e37\\LowerCaseLongPath by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:34:12.703","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Malware Protection Signature Update Stub","5","61603"
"Jun 9, 2025 @ 19:34:12.687","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Antimalware WU Stub","5","61603"
"Jun 9, 2025 @ 19:34:12.673","DESKTOP-O7P9I53","Executable dropped in Windows root folder","6","92217"
"Jun 9, 2025 @ 19:34:12.659","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Update","5","61603"
"Jun 9, 2025 @ 19:34:12.642","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Feedback SIUF Deployment Manager Client","5","61603"
"Jun 9, 2025 @ 19:34:12.625","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation UsoClient","5","61603"
"Jun 9, 2025 @ 19:34:12.599","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 9, 2025 @ 19:34:12.578","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 9, 2025 @ 19:34:12.565","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 9, 2025 @ 19:34:12.546","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation SIH Client","5","61603"
"Jun 9, 2025 @ 19:34:12.533","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.532","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.499","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.484","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.470","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.470","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.437","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.424","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.406","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.406","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"Jun 9, 2025 @ 19:34:12.374","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
